track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7sVNSNOadwp3fISfMoXUyc,Tyler Braden;American Song Contest,Easy Country,Seventeen,0,266933,0,0.401,0.656,8,-5.62,1,0.0315,0.117,2.02e-05,0.107,0.27,156.133,4.0,country
5l3azn9twG7ayHoH0qAFGF,Tyler Braden,Burn Burn Burn - Hot Country Hits,Try Losing One,0,219640,0,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4.0,country
5kM8weDoNhadBDZyZ4tfq8,Michael Ray,Burn Burn Burn - Hot Country Hits,Time Marches On (The Bootlegger Sessions),0,162533,0,0.84,0.507,5,-7.251,0,0.0304,0.29,0.0,0.241,0.703,117.947,4.0,country
2yeCrMf8koRuEWuRdo8SgX,Ashley McBryde,Cozy Country,A Little Dive Bar in Dahlonega,0,209080,0,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4.0,country
2xkoyfQ1hUuF8KmlT1hzfI,Ashley McBryde,Finest Country,First Thing I Reach For,0,194386,0,0.597,0.787,0,-5.464,1,0.0409,0.196,0.000362,0.239,0.886,157.98,4.0,country
3HCcxZ6iz9HtoRRL0KgMlZ,Ashley McBryde,Easy Country,A Little Dive Bar in Dahlonega,0,209080,0,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4.0,country
6UBNNsbS3opjUenO8ZpErg,Ashley McBryde,Laidback Country,A Little Dive Bar in Dahlonega,0,209080,0,0.651,0.479,1,-6.192,1,0.0447,0.426,0.0,0.151,0.575,145.979,4.0,country
5jQxNgMrDlbuYO6LQ3aY4Y,Lasse Stefanz,Greatest Hits,Du försvann som en vind,47,208120,0,0.633,0.696,7,-6.626,1,0.0296,0.0914,4.08e-05,0.266,0.714,112.992,4.0,country
2yx3W98N7XWMCH6Q2CdbYn,Gunslingers,Bygdaslaur,Bygdaslaur,46,203307,0,0.576,0.793,7,-5.402,0,0.0481,0.288,0.0,0.188,0.438,144.936,4.0,country
2N88n8i3WgXPzelcXpUhm1,Dr. Hook,On air 70's Hits,When You're In Love With A Beautiful Woman - Remastered 1996,0,177200,0,0.593,0.768,8,-10.459,1,0.0515,0.0535,0.0049,0.0476,0.874,110.41,4.0,country
3bMh0f7p377DT6esXJoJa6,Ashley McBryde,Good Times Country,Styrofoam,0,175853,0,0.737,0.701,0,-6.013,1,0.0446,0.0495,1.11e-06,0.108,0.844,85.001,4.0,country
3bav3x8ko6oQdqRV9r4WWm,Ashley McBryde,New Country,Martha Divine,0,217706,0,0.582,0.939,9,-4.868,0,0.0781,0.0069,0.00365,0.0732,0.594,136.871,4.0,country
46DBOCyDDj0FFnWniwwNVW,Emmylou Harris,Country Holiday,Christmas Time's A-Coming,0,175400,0,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4.0,country
6TW8hTa1G41tVZ2RVEr9YI,Ashley McBryde,Never Leave - Country Magic,One Night Standards,0,190973,0,0.537,0.686,5,-5.022,1,0.0293,0.0287,0.00704,0.0988,0.611,78.051,4.0,country
6CqIPNIgAYmbOyPgVKv0u3,Emmylou Harris,Happy Country Christmas,Christmas Time's A-Coming,0,175400,0,0.715,0.404,11,-9.706,1,0.0262,0.583,0.0,0.115,0.709,104.438,4.0,country
6m3GKOLADaMvOT6iwT5FZ4,Joe Diffie,16 Biggest Hits,John Deere Green,45,271960,0,0.701,0.805,2,-5.584,1,0.0272,0.106,0.0,0.0581,0.696,130.406,4.0,country
5nzZGxQGfIc117nKyCQV8G,Hannah Ellis;Nick Wayne,If the World Was Ending,If the World Was Ending,49,212000,0,0.492,0.399,1,-9.255,1,0.0653,0.771,0.0,0.189,0.637,133.416,3.0,country
4w3tQBXhn5345eUXDGBWZG,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,77,162466,0,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4.0,country
0OWZFobGSIW9GrSlQ9C5pc,Thomas Rhett,Life Changes,Marry Me,70,205453,0,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,4.0,country
3xdjjKMcMOFgo1eQrfbogM,Darius Rucker,True Believers,Wagon Wheel,78,298373,0,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,4.0,country
2lNTHWu2I5Tcz9ukWsV5Jj,Jordan Davis,Next Thing You Know,Next Thing You Know,75,175237,0,0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,4.0,country
5bWZd1TOdlA1uOVhP6Vu0e,Emily Hackett;Will Anderson,Take My Hand (The Wedding Song) [feat. Will Anderson],Take My Hand (The Wedding Song) [feat. Will Anderson],53,238421,0,0.592,0.465,3,-10.008,1,0.0279,0.663,0.000776,0.0918,0.283,75.976,4.0,country
0Q7Jp3aCwfYnSnbMDoXWyR,Shania Twain;Bryan White,Come On Over,From This Moment On,66,281533,0,0.305,0.323,7,-9.396,1,0.0284,0.483,0.0,0.107,0.103,135.803,4.0,country
60hGQrn24APqEFSLObLeDc,Tim McGraw;Taylor Swift;Keith Urban,Two Lanes Of Freedom,Highway Don't Care,57,279066,0,0.477,0.79,2,-5.348,1,0.0394,0.0261,0.0,0.0841,0.505,157.797,4.0,country
5ta8NyQiixodcCinI6jjS6,Florida Georgia Line,Life,Life,61,232464,0,0.485,0.663,7,-5.759,1,0.0338,0.0686,0.0,0.129,0.38,142.921,4.0,country
7H7cWKQa3KpySFitL8bSkc,Don Williams,Portrait,Good Ole Boys Like Me,52,255880,0,0.658,0.325,9,-17.557,1,0.0282,0.712,0.00261,0.158,0.483,107.456,4.0,country
6kTk6AOcnPguvs1nQ4vUWZ,Dan + Shay,Good Things,Good Things,63,148906,0,0.529,0.621,11,-6.018,1,0.0296,0.13,0.0,0.173,0.617,97.189,4.0,country
30JEWgciN2BrDSe1uPR7bv,Morgan Evans,New Country Hits,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
7wt7fEnJpsu9IRMadfc8Xm,Morgan Evans;Kelsea Ballerini,Cozy Country,Dance with Me,0,199501,0,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4.0,country
72RD8jifCUa7JtwQNSzadN,Morgan Evans,Burn Burn Burn - Hot Country Hits,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
3ZGT5qugV3L6AgB9DswiQp,Tyler Rich,Sad Country Songs,Trucks Don't Lie,2,209046,0,0.424,0.774,1,-4.35,1,0.0359,0.0573,8.54e-06,0.0854,0.346,76.888,4.0,country
4mx87tH7mQjaTZSjxCHdi3,Morgan Evans,Finest Country,I Do,0,210663,0,0.509,0.761,7,-5.947,0,0.0441,0.122,0.0,0.137,0.71,176.054,4.0,country
6pba9PrSRk9hfhtav9blTG,Morgan Evans,Country Car Hits,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
4HEhS3sdZu5X2c7oLOEry1,Morgan Evans;Kelsea Ballerini,Laidback Country,Dance with Me,0,199501,0,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4.0,country
1lcjqn3fCWAHdzOaDVnPj8,Morgan Evans,Country Road Songs,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
5kEy0SfJDGNqp6OhZPxTq3,Morgan Evans,New Country,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
4L9Ds4mpD3SuYoWwFUlv16,Florida Georgia Line,Can't Say I Ain't Country,Simple,73,185200,0,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,4.0,country
0IKFxQz9YhhnibrGnGSeUw,Little River Band,On air 70's Hits,Reminiscing - Remastered,2,253080,0,0.362,0.466,7,-11.257,1,0.0403,0.65,0.00589,0.132,0.342,189.141,4.0,country
6WuG5vCUiW5c4GTWIb9AI2,Parker McCollum,Gold Chain Cowboy (Special Edition),To Be Loved By You,43,199680,0,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,4.0,country
3PKmssVlLJD7uwIgbWdSPg,Morgan Evans,Hideaway - New Boots,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
0eAJvOFndX8wqXSDhNmXgA,Morgan Evans,Never Leave - Country Magic,Country Outta My Girl,0,202613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4.0,country
0qJyBqYvqtVbPWtsDY3RYe,Morgan Evans;Kelsea Ballerini,Easy Country,Dance with Me,0,199501,0,0.611,0.519,1,-9.854,1,0.035,0.481,4.82e-06,0.107,0.462,147.979,4.0,country
22oERu0CP7nzYx7OcViO2l,Tyler Braden,Country Road Songs,Try Losing One,0,219640,0,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4.0,country
7BmrtjHe3CSS0vN7XJt80Y,Upchurch,King of Dixie,Traveler,44,166272,1,0.786,0.599,4,-9.949,0,0.0602,0.454,6.95e-06,0.111,0.482,139.975,4.0,country
4j8z6XqDYjY4bEldGBSMIT,Tyler Braden,Hideaway - New Boots,Try Losing One,0,219640,0,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4.0,country
2vtwuaAGoDPlsLujnfTYEu,Steve Winwood,Mirando las nubes,Valerie,0,246333,0,0.679,0.766,9,-4.993,1,0.0291,0.32,0.015,0.111,0.679,116.269,4.0,country
0bTbLiGCQdNfXpHYGkCfSV,Morgan Evans,Good Times Country,Song for the Summer,0,212596,0,0.606,0.817,9,-5.112,0,0.0327,0.0279,8.79e-05,0.228,0.645,124.072,4.0,country
44l7z2oUGyC7YovlvLQ133,Gunslingers,Ein Skål Te,32-18,45,231794,0,0.646,0.836,10,-4.842,1,0.038,0.133,0.0,0.116,0.405,129.039,4.0,country
4gYVXQS5DtRZD2oeBiAsZl,Tyler Braden,Never Leave - Country Magic,Try Losing One,0,219640,0,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4.0,country
67JdxRxKgYprfdEpb3VqHb,Upchurch;Katie Noel;Chucky V,Parachute,Dance with the Devil (feat. Katie Noel & Chucky V),43,244947,1,0.711,0.813,4,-7.085,0,0.0535,0.0248,0.0,0.0941,0.347,159.92,4.0,country
3jwcudvYIksoAjU0x6gagd,Steve Winwood,80s Bangers Vol. 2,Valerie,0,246333,0,0.679,0.766,9,-4.993,1,0.0291,0.32,0.015,0.111,0.679,116.269,4.0,country
5WSej8avliNGF113FGCDJL,Koe Wetzel,Sellout,Outcast,44,241005,0,0.511,0.347,1,-8.729,0,0.025,0.726,0.00105,0.375,0.0514,95.088,4.0,country
2zIXd7qeMY696KKiJrk6r2,Upchurch,King of Dixie,Tunnel Vision,44,150218,1,0.773,0.516,10,-10.011,1,0.0613,0.457,0.0,0.278,0.358,138.944,4.0,country
5hwySzV76a0LyYExMoK5tq,BEIST;Stjørna Heimbrentslag,Kongen av campen,Kongen av campen,45,162013,0,0.65,0.844,2,-7.664,1,0.116,0.418,0.0,0.291,0.341,152.993,4.0,country
0HLZjlJQj7msam8bnAfDLn,Salebarbes,Gin à l'eau salée,Good Lord,45,188251,0,0.54,0.932,7,-5.488,1,0.0551,0.0427,0.0,0.337,0.905,151.923,4.0,country
5dxgUzUSEMddBRjMZk6bj4,Lasse Stefanz,Road Trip,Huaröd,45,151484,0,0.647,0.813,9,-5.076,1,0.0758,0.135,0.0,0.173,0.826,153.994,4.0,country
05UpLy7Xd3eH6ZqHK125YZ,Rotlaus,På vei,Syng mej en song,45,220800,0,0.549,0.872,4,-4.892,0,0.0332,0.00262,0.0,0.302,0.66,130.953,4.0,country
1AWrnfNUdUDoJ2qqOGyJWt,Tyler Braden;American Song Contest,Laidback Country,Seventeen,0,266933,0,0.401,0.656,8,-5.62,1,0.0315,0.117,2.02e-05,0.107,0.27,156.133,4.0,country
64xp2l0AuDU8HkTvjuH50K,Tomgang,Hjortefall,Hjortefall,45,224260,0,0.538,0.646,9,-7.093,1,0.0423,0.0805,0.00671,0.0887,0.459,160.129,4.0,country
18q0I5Mz5TbxMf4cWSKql9,Rascal Flatts,Twenty Years Of Rascal Flatts - The Greatest Hits,Bless The Broken Road,36,226693,0,0.588,0.448,0,-6.37,1,0.0265,0.668,1.37e-05,0.156,0.362,135.962,4.0,country
3D8dwH690MXQRhtIZTSS9c,John Denver,John Denver's Greatest Hits,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",62,245533,0,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,4.0,country
7k6tAZp4m93oswrPqSfBbc,Thomas Rhett;Kane Brown;Ava Max,SCOOB! The Album,On Me (feat. Ava Max),60,164683,0,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,4.0,country
4Qum1kECNQrpREev5fvAQ4,Mitchell Tenpenny,Truth About You,Truth About You,66,203036,0,0.492,0.708,10,-4.639,1,0.0334,0.0975,0.0,0.12,0.697,161.989,4.0,country
77Bt2DXJE1R1qsnm4D10Ox,Seaforth,Breakups,Breakups,59,223129,0,0.531,0.552,1,-5.945,1,0.0309,0.436,0.0,0.0786,0.328,74.931,3.0,country
4rQSLX4qMiUWL81hEQOuPY,Randy Travis,Top 10,"Forever and Ever, Amen",63,212586,0,0.701,0.68,2,-8.492,1,0.0264,0.303,1.51e-05,0.159,0.704,90.607,4.0,country
4pMRIhO6qGmtEIBurzIutp,Restless Road;Kane Brown,Restless Road - EP,Take Me Home (with Kane Brown),57,201749,0,0.397,0.508,9,-7.305,1,0.0384,0.443,0.0,0.135,0.323,89.862,4.0,country
60RFlt48hm0l4Fu0JoccOl,Ingrid Andress,Lady Like,More Hearts Than Mine,68,214786,0,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,4.0,country
5ovVcYo2MvjVydFwFyaaqy,Dan + Shay,I Should Probably Go To Bed,I Should Probably Go To Bed,67,171826,0,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,4.0,country
7zVCrzzEJU7u24sbJPXA5W,Kane Brown;Lauren Alaina,Kane Brown,What Ifs (feat. Lauren Alaina),72,188253,0,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4.0,country
4Z6wHGFWv1uxPGxuthqQav,Eddie Rabbitt,Variations,The Room at the Top of the Stairs - 2008 Version,44,219066,0,0.772,0.412,4,-11.682,1,0.0305,0.378,0.000199,0.184,0.605,108.352,4.0,country
11qh54D0PKkBwelpDxxiEU,Little Big Town,Pain Killer,Girl Crush,70,193320,0,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,3.0,country
50CjXiDFzVBVvwNv0LxAm3,Don Williams,Reflections,Sing Me Back Home,45,238990,0,0.738,0.417,4,-11.77,1,0.0261,0.392,0.00196,0.186,0.639,110.001,4.0,country
6TgA7gRbih1UvQGRWWBsdS,Don Williams,Country Classics,Shot Full Of Love,36,169973,0,0.666,0.252,2,-17.614,1,0.0264,0.548,0.0221,0.113,0.547,94.111,4.0,country
5sq5LFHInGYFrzNPhdO1Ol,Don Williams,Expressions,Lay Down Beside Me,50,174346,0,0.496,0.196,7,-16.85,1,0.0284,0.631,0.0473,0.102,0.207,102.942,3.0,country
0JkIre0YxNmKGMU5V7ZiDx,Kenny Rogers,Kenny,Coward Of The County,64,258733,0,0.652,0.433,7,-12.843,1,0.0588,0.134,7.37e-06,0.146,0.675,91.471,4.0,country
4mnOVRRXsaqg9Nb041xR8u,Dolly Parton;Kenny Rogers,Dolly,Islands in the Stream,67,249360,0,0.592,0.473,8,-9.834,1,0.0354,0.681,0.0,0.0732,0.741,203.989,4.0,country
3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,Highway 61 Revisited,Like a Rolling Stone,70,369600,0,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,4.0,country
6rGkeKNrpmTOHNsgiKU429,Tyler Childers,Bottles and Bibles,The Harvest,44,184520,0,0.588,0.163,7,-13.481,1,0.0341,0.936,0.0,0.115,0.559,73.303,4.0,country
064SVQsmWl5EF0zahmzkQk,The Bellamy Brothers,Bellamy Brothers,Let Your Love Flow,70,198760,0,0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,4.0,country
1zEvVF0TuZ25UHnzAutUuX,Mini Thin,City Bitch,City Bitch,43,205387,1,0.791,0.606,7,-12.038,1,0.296,0.0706,0.0,0.33,0.799,134.979,4.0,country
5D2cMPwNY9Ftb7vqInLLQK,Zach Bryan,Highway Boys,From Austin,43,207453,0,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,4.0,country
5KPjrk4LADrGKL2PSSU1lS,RaeLynn,Finest Country,Lonely Call,0,224106,0,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.926,4.0,country
2MXE5cIWke4AVIrXpr9Fg5,Cody Johnson,Cowboy Like Me,Holes,42,220533,0,0.47,0.572,8,-5.707,1,0.0283,0.0574,0.0,0.0902,0.422,131.962,4.0,country
3XN9MFTsoo6v3sz1eWalfo,Upchurch,Parachute,Wake Me Up,42,250450,0,0.67,0.575,8,-8.624,1,0.0423,0.0441,0.0,0.231,0.135,124.988,4.0,country
1mwBcXok4MlLEzU8u8ZEhh,RaeLynn,Single Saturday Night - Country Songs,Lonely Call,0,224106,0,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.926,4.0,country
0iHjqIQdw2IMhD5j23gci7,Upchurch,King of Dixie,Legend,44,221866,1,0.909,0.77,5,-8.364,0,0.271,0.115,0.0,0.106,0.757,146.985,4.0,country
7KFDQGhs0YtDCjmoayP48I,Riley Green,Bury Me In Dixie,Trouble With You,42,168673,0,0.764,0.646,6,-6.919,1,0.0403,0.254,0.0,0.113,0.434,96.041,4.0,country
0mYUlkqXRLYYfiIMEYRuf9,RaeLynn,Country Road Songs,Tailgate,0,182289,0,0.608,0.755,1,-5.156,0,0.114,0.0525,0.0,0.0998,0.75,176.046,4.0,country
4f82WYUALAnn6l1ZymXEYQ,RaeLynn,Country Car Hits,Tailgate,0,182289,0,0.608,0.755,1,-5.156,0,0.114,0.0525,0.0,0.0998,0.75,176.046,4.0,country
71DzeSJmIaZ9UhJ1rJJ5Od,38 Special,Fishing Music,Caught Up In You,3,278133,0,0.361,0.787,1,-4.982,0,0.0363,0.0197,0.000586,0.0421,0.889,130.693,4.0,country
2z9qzLuCkfRdGNI1u08EyO,Hellbillies,Søvnlaus,20 år på vegen,46,246626,0,0.356,0.568,5,-5.264,1,0.0295,0.191,0.0,0.183,0.42,77.35,4.0,country
7ogBckkBvJJDRdn2ZNNUb4,RaeLynn,Cozy Country,Queens Don't,0,185586,0,0.658,0.695,0,-5.499,1,0.0279,0.0708,0.0,0.13,0.572,133.939,4.0,country
1HdCiNsQKptIsDHkKEoFHV,Boz Scaggs,Thanksgiving Party,I'm Easy,0,184786,0,0.474,0.771,10,-5.719,1,0.0571,0.115,0.0,0.0712,0.898,172.375,4.0,country
6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,0,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4.0,country
1vGKGe8os1xUphjwyYxhju,Adam Calhoun,War,Tombstone,44,189210,1,0.671,0.733,7,-7.348,0,0.361,0.229,0.0,0.139,0.62,78.03,4.0,country
43ArccpHriGNsOpak14pjS,RaeLynn,Laidback Country,Queens Don't,0,185586,0,0.658,0.695,0,-5.499,1,0.0279,0.0708,0.0,0.13,0.572,133.939,4.0,country
6wXNTzpDEPEMc83QRlmiY6,RaeLynn,Easy Country,Queens Don't,0,185586,0,0.658,0.695,0,-5.499,1,0.0279,0.0708,0.0,0.13,0.572,133.939,4.0,country
38Qxu73W4pnkkwlKJaLfUK,Rotlaus;Synne,Ei tid (Akustisk versjon),Ei tid - Akustisk versjon,44,242906,0,0.492,0.694,11,-6.033,0,0.0276,0.0765,0.0006,0.316,0.366,89.93,4.0,country
7Kqr46BBaC5UOdnDkL65YG,RaeLynn,Good Times Country,The Apple,0,213413,0,0.593,0.646,4,-5.251,1,0.0396,0.173,0.0,0.112,0.571,80.016,4.0,country
3sLWLYFIRgbbvKYhYCyK1D,Parker McCollum,Gold Chain Cowboy,Never Loved You At All,43,181066,0,0.552,0.891,2,-4.008,1,0.0344,0.0908,0.0,0.391,0.851,107.969,4.0,country
2NjRIEb53CJWJqlHZ3xwH9,Staut,Eigarlaus,Slepp me inn,46,174826,0,0.585,0.789,2,-6.916,1,0.039,0.102,0.0,0.258,0.97,81.481,4.0,country
7fPeYkxfPi3ig1OSvR5C1Z,Tomgang,Scaniakusken,Scaniakusken,43,240096,0,0.585,0.731,11,-6.795,1,0.056,0.473,1.23e-05,0.134,0.853,151.95,4.0,country
2NJOi0ZgOrYLoVKlkqjgsN,Bailey Zimmerman,Fall In Love,Never Comin' Home - Live Acoustic,43,198958,0,0.585,0.51,10,-6.028,1,0.0322,0.427,0.0,0.0997,0.436,135.24,3.0,country
7Amg1NLsU6NsPUsDzkJn0f,Upchurch,Son of the South,Walking Tall,43,161415,1,0.789,0.572,7,-11.271,1,0.115,0.203,0.0,0.119,0.689,113.021,4.0,country
5j41TsRGWaY3k9WLMTaDQu,Bailey Zimmerman,Change,Never Comin' Home,43,194270,0,0.556,0.59,10,-6.846,1,0.029,0.25,0.0,0.109,0.573,143.972,4.0,country
1CfnMFQtuay15XHlNGpCQa,Roger Miller,The Greatest Jazz Mix,King Of The Road - Single Version,0,148280,0,0.69,0.366,11,-10.414,1,0.0634,0.62,0.0,0.121,0.544,118.289,4.0,country
4Gresv7JWudO3BhMFCVxge,Lasse Stefanz,Den lilla klockan,Vi går mot ljuset,44,194906,0,0.614,0.768,7,-8.968,1,0.0288,0.419,1.81e-06,0.0839,0.846,112.38,4.0,country
40ZhguqieJZ0AJTHKQY6Q4,Gunslingers,Hardanger,Hardanger,44,236387,0,0.64,0.722,4,-6.264,1,0.0396,0.0965,0.0,0.272,0.52,131.067,4.0,country
2S8UMuLJ0z8agFgFGJ6Ztt,Niko Moon,GOOD TIME,GOOD TIME,70,214720,0,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,4.0,country
2CxmktXqJwP9KZv6WJtZCm,Keith Urban,Ripcord,Blue Ain't Your Color,53,230600,0,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,3.0,country
11y8GSP2ASv8S9n0FiiDva,Juice Newton,Juice,Angel Of The Morning,59,250440,0,0.452,0.313,8,-9.309,1,0.026,0.433,2.6e-05,0.0772,0.344,75.806,4.0,country
4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,84,207540,0,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3.0,country
6ifRkrDOVOl894U1YuuTfM,Music Travel Love;Francis Greg,I Want It That Way,I Want It That Way,56,191114,0,0.575,0.368,6,-7.436,0,0.0317,0.289,0.0,0.245,0.621,200.016,4.0,country
3LDkLpuxQlEuEiZmkxpr8S,The Handsome Family,Singing Bones,Far From Any Road,56,166493,0,0.707,0.556,9,-10.101,0,0.0303,0.19,0.0159,0.388,0.746,120.028,4.0,country
7BD50ATrF3Vab5FQy7vtK8,LeAnn Rimes,Greatest Hits,How Do I Live,69,266973,0,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,4.0,country
17M1JFSr2eEvo5dQnCIQim,Leo Sayer,The Show Must Go On: The Leo Sayer Anthology,More Than I Can Say - Remastered,56,222133,0,0.726,0.506,10,-12.77,1,0.0239,0.213,3.41e-05,0.332,0.72,96.5,4.0,country
52RNWUgJBF3LOqt3iw1s77,Dan + Shay,Glad You Exist (Acoustic),Glad You Exist - Acoustic,56,161786,0,0.538,0.386,11,-6.963,1,0.0309,0.797,0.0,0.119,0.653,184.022,4.0,country
3y4LxiYMgDl4RethdzpmNe,Faith Hill,Breathe,Breathe,67,250546,0,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,4.0,country
2xPV95cfbyusygMTxpa3SW,Dan + Shay,Good Things,You,72,196253,0,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,4.0,country
40e31PdTiS5oAorpANQXc4,Don Williams,Volume One,Amanda,48,187413,0,0.653,0.369,9,-11.469,1,0.0307,0.747,0.0059,0.115,0.478,116.467,3.0,country
2EoIt9vdgFRNW03u5IvFsQ,Billy Ray Cyrus,Some Gave All,Achy Breaky Heart,68,203373,0,0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808,4.0,country
1MOOJuxUu9QiQE9GgkYYPb,Spencer Crandall,Wilderness,My Person,61,177000,0,0.567,0.753,7,-5.291,1,0.0487,0.0894,0.0,0.13,0.756,165.966,4.0,country
3rXCZRMiMZp0feGcYXpwYX,The Chicks,Fly,Cowboy Take Me Away,71,287266,0,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,4.0,country
59kHPbwyyCApYA8RQQEuXm,Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,72,148160,0,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,4.0,country
2KBudV1Lf6ZDIS9hi60Lc5,Rascal Flatts,Nothing Like This,I Won't Let Go,52,227760,0,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,4.0,country
3VWNwd48T1J9VR7cpcx4s1,Dan Seals,San Antone,One Friend,58,117040,0,0.459,0.0565,2,-20.923,1,0.0371,0.815,0.0,0.105,0.386,125.151,4.0,country
7JJyuNGhAiPO1UHZcMITd8,Riley Green,County Line,Play Her Tonight,42,172330,0,0.529,0.906,8,-5.064,0,0.0677,0.265,0.0,0.1,0.836,184.384,4.0,country
60mjh18gaMX1yrZPcAjtNB,Tyler Childers,Bottles and Bibles,We've Had Our Fun,43,187173,0,0.574,0.306,11,-11.877,0,0.0292,0.865,0.00258,0.117,0.491,90.575,4.0,country
1Km9uekyhNf8LzAHflscWg,Upchurch,Hideas: The Album,Hideas 9,43,182122,1,0.942,0.76,10,-6.886,0,0.163,0.0648,5.79e-05,0.134,0.37,110.036,4.0,country
3hboOw4dS0aXGuP0fyyvbC,Tenille Arts,"Love, Heartbreak, & Everything in Between",Somebody Like That,72,198208,0,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,4.0,country
1KpUbzeaGFdcBD7aeEj0k9,Joe Nichols,Good Day for Living,Good Day for Living,41,190066,0,0.436,0.849,11,-5.279,1,0.0689,0.0122,0.0,0.122,0.696,82.465,4.0,country
47upBXry4b2wDitlGmwsve,Rotlaus,Bygderamp,Bygderamp,43,201561,0,0.487,0.723,0,-4.315,1,0.0278,0.0567,0.0,0.377,0.257,169.834,4.0,country
